Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,ENA-FIRST-PUBLIC (run),ENA-FIRST-PUBLIC,ENA-LAST-UPDATE (run),ENA-LAST-UPDATE,Experiment,External_Id,INSDC_center_alias,INSDC_center_name,INSDC_first_public,INSDC_last_update,INSDC_status,Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,Sample_Name,SRA Study,Submitter_Id,create_date,version,Library Name,sample_source
ERR8610064,OTHER,197,4341021254,PRJEB49334,SAMEA13000260,2138777549,GENOME INSTITRUTE OF SINGAPORE,public,"run.zq,fastq,sra","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",2022-02-17,2022-02-17,2022-02-17,2022-02-17,ERX8276749,SAMEA13000260,GENOME INSTITRUTE OF SINGAPORE,GENOME INSTITRUTE OF SINGAPORE,2022-02-17T08:41:49Z,2022-02-17T08:41:49Z,public,Illumina HiSeq 2500,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2022-02-18T00:00:00Z,SAMEA13000260,MHH591,ERP133829,MHH591,2022-03-21T14:43:00Z,1,MHH591,
ERR8610065,OTHER,198,6576238312,PRJEB49334,SAMEA13000261,3203059801,GENOME INSTITRUTE OF SINGAPORE,public,"run.zq,sra,fastq","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",2022-02-17,2022-02-17,2022-02-17,2022-02-17,ERX8276750,SAMEA13000261,GENOME INSTITRUTE OF SINGAPORE,GENOME INSTITRUTE OF SINGAPORE,2022-02-17T08:41:49Z,2022-02-17T08:41:49Z,public,Illumina HiSeq 2500,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2022-02-18T00:00:00Z,SAMEA13000261,MHH592,ERP133829,MHH592,2022-03-21T15:35:00Z,1,MHH592,
ERR8610066,OTHER,200,3214362577,PRJEB49334,SAMEA13000262,1588098325,GENOME INSTITRUTE OF SINGAPORE,public,"run.zq,sra,fastq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",2022-02-17,2022-02-17,2022-02-17,2022-02-17,ERX8276751,SAMEA13000262,GENOME INSTITRUTE OF SINGAPORE,GENOME INSTITRUTE OF SINGAPORE,2022-02-17T08:41:49Z,2022-02-17T08:41:49Z,public,Illumina HiSeq 2500,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2022-02-18T00:00:00Z,SAMEA13000262,MHH593,ERP133829,MHH593,2022-03-21T15:28:00Z,1,MHH593,
ERR8610067,OTHER,200,4733445196,PRJEB49334,SAMEA13000263,2358214451,GENOME INSTITRUTE OF SINGAPORE,public,"run.zq,fastq,sra","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",2022-02-17,2022-02-17,2022-02-17,2022-02-17,ERX8276752,SAMEA13000263,GENOME INSTITRUTE OF SINGAPORE,GENOME INSTITRUTE OF SINGAPORE,2022-02-17T08:41:49Z,2022-02-17T08:41:49Z,public,Illumina HiSeq 2500,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2022-02-18T00:00:00Z,SAMEA13000263,MHH594,ERP133829,MHH594,2022-03-11T05:00:00Z,1,MHH594,
ERR8610068,OTHER,195,4554175343,PRJEB49334,SAMEA13000264,2319891186,GENOME INSTITRUTE OF SINGAPORE,public,"sra,run.zq,fastq","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",2022-02-17,2022-02-17,2022-02-17,2022-02-17,ERX8276753,SAMEA13000264,GENOME INSTITRUTE OF SINGAPORE,GENOME INSTITRUTE OF SINGAPORE,2022-02-17T08:41:49Z,2022-02-17T08:41:49Z,public,Illumina HiSeq 2500,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2022-02-18T00:00:00Z,SAMEA13000264,MHH595,ERP133829,MHH595,2022-03-21T15:34:00Z,1,MHH595,
ERR8610069,OTHER,196,4334718423,PRJEB49334,SAMEA13000265,2199923372,GENOME INSTITRUTE OF SINGAPORE,public,"sra,run.zq,fastq","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",2022-02-17,2022-02-17,2022-02-17,2022-02-17,ERX8276754,SAMEA13000265,GENOME INSTITRUTE OF SINGAPORE,GENOME INSTITRUTE OF SINGAPORE,2022-02-17T08:41:49Z,2022-02-17T08:41:49Z,public,Illumina HiSeq 2500,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2022-02-18T00:00:00Z,SAMEA13000265,MHH596,ERP133829,MHH596,2022-03-21T15:36:00Z,1,MHH596,
ERR8610070,OTHER,196,5501585910,PRJEB49334,SAMEA13000266,2803297686,GENOME INSTITRUTE OF SINGAPORE,public,"fastq,sra,run.zq","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",2022-02-17,2022-02-17,2022-02-17,2022-02-17,ERX8276755,SAMEA13000266,GENOME INSTITRUTE OF SINGAPORE,GENOME INSTITRUTE OF SINGAPORE,2022-02-17T08:41:49Z,2022-02-17T08:41:49Z,public,Illumina HiSeq 2500,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2022-02-18T00:00:00Z,SAMEA13000266,MHH597,ERP133829,MHH597,2022-03-21T14:43:00Z,1,MHH597,
ERR8610071,OTHER,198,3087742393,PRJEB49334,SAMEA13000267,1556929293,GENOME INSTITRUTE OF SINGAPORE,public,"fastq,run.zq,sra","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",2022-02-17,2022-02-17,2022-02-17,2022-02-17,ERX8276756,SAMEA13000267,GENOME INSTITRUTE OF SINGAPORE,GENOME INSTITRUTE OF SINGAPORE,2022-02-17T08:41:49Z,2022-02-17T08:41:49Z,public,Illumina HiSeq 2500,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2022-02-18T00:00:00Z,SAMEA13000267,MHH598,ERP133829,MHH598,2022-03-11T04:58:00Z,1,MHH598,
ERR8610072,OTHER,195,7044224596,PRJEB49334,SAMEA13000268,3635937942,GENOME INSTITRUTE OF SINGAPORE,public,"run.zq,sra,fastq","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",2022-02-17,2022-02-17,2022-02-17,2022-02-17,ERX8276757,SAMEA13000268,GENOME INSTITRUTE OF SINGAPORE,GENOME INSTITRUTE OF SINGAPORE,2022-02-17T08:41:49Z,2022-02-17T08:41:49Z,public,Illumina HiSeq 2500,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2022-02-18T00:00:00Z,SAMEA13000268,MHH599,ERP133829,MHH599,2022-03-11T05:13:00Z,1,MHH599,
ERR8610073,OTHER,199,2096039482,PRJEB49334,SAMEA13000269,1077502380,GENOME INSTITRUTE OF SINGAPORE,public,"run.zq,fastq,sra","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",2022-02-17,2022-02-17,2022-02-17,2022-02-17,ERX8276758,SAMEA13000269,GENOME INSTITRUTE OF SINGAPORE,GENOME INSTITRUTE OF SINGAPORE,2022-02-17T08:41:49Z,2022-02-17T08:41:49Z,public,Illumina HiSeq 2500,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2022-02-18T00:00:00Z,SAMEA13000269,MHH600,ERP133829,MHH600,2022-03-11T04:54:00Z,1,MHH600,
ERR8610074,OTHER,199,2359080816,PRJEB49334,SAMEA13000270,1201417564,GENOME INSTITRUTE OF SINGAPORE,public,"fastq,sra,run.zq","s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public",2022-02-17,2022-02-17,2022-02-17,2022-02-17,ERX8276759,SAMEA13000270,GENOME INSTITRUTE OF SINGAPORE,GENOME INSTITRUTE OF SINGAPORE,2022-02-17T08:41:49Z,2022-02-17T08:41:49Z,public,Illumina HiSeq 2500,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2022-02-18T00:00:00Z,SAMEA13000270,MHH601,ERP133829,MHH601,2022-03-11T04:53:00Z,1,MHH601,
ERR8610075,OTHER,198,3946208219,PRJEB49334,SAMEA13000271,2027685499,GENOME INSTITRUTE OF SINGAPORE,public,"sra,fastq,run.zq","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",2022-02-17,2022-02-17,2022-02-17,2022-02-17,ERX8276760,SAMEA13000271,GENOME INSTITRUTE OF SINGAPORE,GENOME INSTITRUTE OF SINGAPORE,2022-02-17T08:41:49Z,2022-02-17T08:41:49Z,public,Illumina HiSeq 2500,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2022-02-18T00:00:00Z,SAMEA13000271,MHH602,ERP133829,MHH602,2022-03-21T15:31:00Z,1,MHH602,
ERR8610076,OTHER,199,3593850561,PRJEB49334,SAMEA13000272,1849360415,GENOME INSTITRUTE OF SINGAPORE,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2022-02-17,2022-02-17,2022-02-17,2022-02-17,ERX8276761,SAMEA13000272,GENOME INSTITRUTE OF SINGAPORE,GENOME INSTITRUTE OF SINGAPORE,2022-02-17T08:41:49Z,2022-02-17T08:41:49Z,public,Illumina HiSeq 2500,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2022-02-18T00:00:00Z,SAMEA13000272,MHH603,ERP133829,MHH603,2022-03-21T14:40:00Z,1,MHH603,
ERR8610077,OTHER,195,665074647,PRJEB49334,SAMEA13000273,326762918,GENOME INSTITRUTE OF SINGAPORE,public,"run.zq,fastq,sra","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",2022-02-17,2022-02-17,2022-02-17,2022-02-17,ERX8276762,SAMEA13000273,GENOME INSTITRUTE OF SINGAPORE,GENOME INSTITRUTE OF SINGAPORE,2022-02-17T08:41:49Z,2022-02-17T08:41:49Z,public,Illumina HiSeq 2500,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2022-02-18T00:00:00Z,SAMEA13000273,MHH604,ERP133829,MHH604,2022-03-21T14:34:00Z,1,MHH604,
ERR8610078,OTHER,197,2965115716,PRJEB49334,SAMEA13000274,1460688563,GENOME INSTITRUTE OF SINGAPORE,public,"run.zq,sra,fastq","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",2022-02-17,2022-02-17,2022-02-17,2022-02-17,ERX8276763,SAMEA13000274,GENOME INSTITRUTE OF SINGAPORE,GENOME INSTITRUTE OF SINGAPORE,2022-02-17T08:41:49Z,2022-02-17T08:41:49Z,public,Illumina HiSeq 2500,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2022-02-18T00:00:00Z,SAMEA13000274,MHH605,ERP133829,MHH605,2022-03-21T15:54:00Z,1,MHH605,
ERR8610079,OTHER,195,3978273941,PRJEB49334,SAMEA13000275,1935208539,GENOME INSTITRUTE OF SINGAPORE,public,"sra,fastq,run.zq","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",2022-02-17,2022-02-17,2022-02-17,2022-02-17,ERX8276764,SAMEA13000275,GENOME INSTITRUTE OF SINGAPORE,GENOME INSTITRUTE OF SINGAPORE,2022-02-17T08:41:49Z,2022-02-17T08:41:49Z,public,Illumina HiSeq 2500,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2022-02-18T00:00:00Z,SAMEA13000275,MHH606,ERP133829,MHH606,2022-03-21T14:43:00Z,1,MHH606,
ERR8610080,OTHER,198,6978767113,PRJEB49334,SAMEA13000276,3370462904,GENOME INSTITRUTE OF SINGAPORE,public,"fastq,run.zq,sra","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",2022-02-17,2022-02-17,2022-02-17,2022-02-17,ERX8276765,SAMEA13000276,GENOME INSTITRUTE OF SINGAPORE,GENOME INSTITRUTE OF SINGAPORE,2022-02-17T08:41:49Z,2022-02-17T08:41:49Z,public,Illumina HiSeq 2500,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2022-02-18T00:00:00Z,SAMEA13000276,MHH607,ERP133829,MHH607,2022-03-11T05:03:00Z,1,MHH607,
ERR8610081,OTHER,193,7952242380,PRJEB49334,SAMEA13000277,3922367938,GENOME INSTITRUTE OF SINGAPORE,public,"sra,fastq,run.zq","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",2022-02-17,2022-02-17,2022-02-17,2022-02-17,ERX8276766,SAMEA13000277,GENOME INSTITRUTE OF SINGAPORE,GENOME INSTITRUTE OF SINGAPORE,2022-02-17T08:41:49Z,2022-02-17T08:41:49Z,public,Illumina HiSeq 2500,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2022-02-18T00:00:00Z,SAMEA13000277,MHH608,ERP133829,MHH608,2022-03-11T05:10:00Z,1,MHH608,
ERR8610082,OTHER,200,2910892684,PRJEB49334,SAMEA13000278,1442324322,GENOME INSTITRUTE OF SINGAPORE,public,"sra,run.zq,fastq","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",2022-02-17,2022-02-17,2022-02-17,2022-02-17,ERX8276767,SAMEA13000278,GENOME INSTITRUTE OF SINGAPORE,GENOME INSTITRUTE OF SINGAPORE,2022-02-17T08:41:49Z,2022-02-17T08:41:49Z,public,Illumina HiSeq 2500,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2022-02-18T00:00:00Z,SAMEA13000278,MHH609,ERP133829,MHH609,2022-03-11T05:00:00Z,1,MHH609,
ERR8610083,OTHER,197,2715639350,PRJEB49334,SAMEA13000279,1344109859,GENOME INSTITRUTE OF SINGAPORE,public,"run.zq,sra,fastq","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",2022-02-17,2022-02-17,2022-02-17,2022-02-17,ERX8276768,SAMEA13000279,GENOME INSTITRUTE OF SINGAPORE,GENOME INSTITRUTE OF SINGAPORE,2022-02-17T08:41:49Z,2022-02-17T08:41:49Z,public,Illumina HiSeq 2500,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2022-02-18T00:00:00Z,SAMEA13000279,MHH610,ERP133829,MHH610,2022-03-21T15:28:00Z,1,MHH610,
ERR8610084,OTHER,200,1710030344,PRJEB49334,SAMEA13000280,848766842,GENOME INSTITRUTE OF SINGAPORE,public,"fastq,run.zq,sra","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",2022-02-17,2022-02-17,2022-02-17,2022-02-17,ERX8276769,SAMEA13000280,GENOME INSTITRUTE OF SINGAPORE,GENOME INSTITRUTE OF SINGAPORE,2022-02-17T08:41:49Z,2022-02-17T08:41:49Z,public,Illumina HiSeq 2500,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2022-02-18T00:00:00Z,SAMEA13000280,MHH611,ERP133829,MHH611,2022-03-11T04:52:00Z,1,MHH611,
ERR8610085,OTHER,197,3828739646,PRJEB49334,SAMEA13000281,1870767013,GENOME INSTITRUTE OF SINGAPORE,public,"fastq,sra,run.zq","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",2022-02-17,2022-02-17,2022-02-17,2022-02-17,ERX8276770,SAMEA13000281,GENOME INSTITRUTE OF SINGAPORE,GENOME INSTITRUTE OF SINGAPORE,2022-02-17T08:41:49Z,2022-02-17T08:41:49Z,public,Illumina HiSeq 2500,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2022-02-18T00:00:00Z,SAMEA13000281,MHH612,ERP133829,MHH612,2022-03-21T15:36:00Z,1,MHH612,
ERR8610086,OTHER,199,3037746421,PRJEB49334,SAMEA13000282,1466673450,GENOME INSTITRUTE OF SINGAPORE,public,"run.zq,fastq,sra","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",2022-02-17,2022-02-17,2022-02-17,2022-02-17,ERX8276771,SAMEA13000282,GENOME INSTITRUTE OF SINGAPORE,GENOME INSTITRUTE OF SINGAPORE,2022-02-17T08:41:49Z,2022-02-17T08:41:49Z,public,Illumina HiSeq 2500,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2022-02-18T00:00:00Z,SAMEA13000282,MHH613,ERP133829,MHH613,2022-03-21T16:02:00Z,1,MHH613,
ERR8610087,OTHER,199,2392926913,PRJEB49334,SAMEA13000283,1164154114,GENOME INSTITRUTE OF SINGAPORE,public,"sra,fastq,run.zq","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",2022-02-17,2022-02-17,2022-02-17,2022-02-17,ERX8276772,SAMEA13000283,GENOME INSTITRUTE OF SINGAPORE,GENOME INSTITRUTE OF SINGAPORE,2022-02-17T08:41:49Z,2022-02-17T08:41:49Z,public,Illumina HiSeq 2500,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2022-02-18T00:00:00Z,SAMEA13000283,MHH614,ERP133829,MHH614,2022-03-21T15:33:00Z,1,MHH614,
ERR8610088,OTHER,200,535712592,PRJEB49334,SAMEA13000284,253599285,GENOME INSTITRUTE OF SINGAPORE,public,"sra,run.zq,fastq","s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public",2022-02-17,2022-02-17,2022-02-17,2022-02-17,ERX8276773,SAMEA13000284,GENOME INSTITRUTE OF SINGAPORE,GENOME INSTITRUTE OF SINGAPORE,2022-02-17T08:41:49Z,2022-02-17T08:41:49Z,public,Illumina HiSeq 2500,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2022-02-18T00:00:00Z,SAMEA13000284,MHH615,ERP133829,MHH615,2022-03-21T15:21:00Z,1,MHH615,
ERR8610089,OTHER,198,3747656791,PRJEB49334,SAMEA13000285,1837567778,GENOME INSTITRUTE OF SINGAPORE,public,"sra,run.zq,fastq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",2022-02-17,2022-02-17,2022-02-17,2022-02-17,ERX8276774,SAMEA13000285,GENOME INSTITRUTE OF SINGAPORE,GENOME INSTITRUTE OF SINGAPORE,2022-02-17T08:41:49Z,2022-02-17T08:41:49Z,public,Illumina HiSeq 2500,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2022-02-18T00:00:00Z,SAMEA13000285,MHH616,ERP133829,MHH616,2022-03-21T14:41:00Z,1,MHH616,
ERR8610090,OTHER,199,3239962434,PRJEB49334,SAMEA13000286,1577177287,GENOME INSTITRUTE OF SINGAPORE,public,"fastq,sra,run.zq","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2022-02-17,2022-02-17,2022-02-17,2022-02-17,ERX8276775,SAMEA13000286,GENOME INSTITRUTE OF SINGAPORE,GENOME INSTITRUTE OF SINGAPORE,2022-02-17T08:41:49Z,2022-02-17T08:41:49Z,public,Illumina HiSeq 2500,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2022-02-18T00:00:00Z,SAMEA13000286,MHH617,ERP133829,MHH617,2022-03-11T04:59:00Z,1,MHH617,
ERR8610091,OTHER,200,2391092986,PRJEB49334,SAMEA13000287,1151260921,GENOME INSTITRUTE OF SINGAPORE,public,"sra,fastq,run.zq","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",2022-02-17,2022-02-17,2022-02-17,2022-02-17,ERX8276776,SAMEA13000287,GENOME INSTITRUTE OF SINGAPORE,GENOME INSTITRUTE OF SINGAPORE,2022-02-17T08:41:49Z,2022-02-17T08:41:49Z,public,Illumina HiSeq 2500,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2022-02-18T00:00:00Z,SAMEA13000287,MHH618,ERP133829,MHH618,2022-03-21T15:24:00Z,1,MHH618,
ERR8610092,OTHER,198,3118557101,PRJEB49334,SAMEA13000288,1509591050,GENOME INSTITRUTE OF SINGAPORE,public,"sra,run.zq,fastq","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",2022-02-17,2022-02-17,2022-02-17,2022-02-17,ERX8276777,SAMEA13000288,GENOME INSTITRUTE OF SINGAPORE,GENOME INSTITRUTE OF SINGAPORE,2022-02-17T08:41:49Z,2022-02-17T08:41:49Z,public,Illumina HiSeq 2500,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2022-02-18T00:00:00Z,SAMEA13000288,MHH619,ERP133829,MHH619,2022-03-21T15:29:00Z,1,MHH619,
ERR8610093,OTHER,198,3187757014,PRJEB49334,SAMEA13000289,1557065644,GENOME INSTITRUTE OF SINGAPORE,public,"run.zq,sra,fastq","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",2022-02-17,2022-02-17,2022-02-17,2022-02-17,ERX8276778,SAMEA13000289,GENOME INSTITRUTE OF SINGAPORE,GENOME INSTITRUTE OF SINGAPORE,2022-02-17T08:41:49Z,2022-02-17T08:41:49Z,public,Illumina HiSeq 2500,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2022-02-18T00:00:00Z,SAMEA13000289,MHH620,ERP133829,MHH620,2022-03-21T14:45:00Z,1,MHH620,
ERR8610094,OTHER,199,3730670104,PRJEB49334,SAMEA13000290,1805871788,GENOME INSTITRUTE OF SINGAPORE,public,"sra,run.zq,fastq","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",2022-02-17,2022-02-17,2022-02-17,2022-02-17,ERX8276779,SAMEA13000290,GENOME INSTITRUTE OF SINGAPORE,GENOME INSTITRUTE OF SINGAPORE,2022-02-17T08:41:49Z,2022-02-17T08:41:49Z,public,Illumina HiSeq 2500,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2022-02-18T00:00:00Z,SAMEA13000290,MHH621,ERP133829,MHH621,2022-03-21T16:03:00Z,1,MHH621,
ERR8610095,OTHER,199,2691035695,PRJEB49334,SAMEA13000291,1313876263,GENOME INSTITRUTE OF SINGAPORE,public,"sra,fastq,run.zq","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",2022-02-17,2022-02-17,2022-02-17,2022-02-17,ERX8276780,SAMEA13000291,GENOME INSTITRUTE OF SINGAPORE,GENOME INSTITRUTE OF SINGAPORE,2022-02-17T08:41:49Z,2022-02-17T08:41:49Z,public,Illumina HiSeq 2500,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2022-02-18T00:00:00Z,SAMEA13000291,MHH622,ERP133829,MHH622,2022-03-21T14:54:00Z,1,MHH622,
ERR8610096,OTHER,197,4208809486,PRJEB49334,SAMEA13000292,2046049941,GENOME INSTITRUTE OF SINGAPORE,public,"fastq,sra,run.zq","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",2022-02-17,2022-02-17,2022-02-17,2022-02-17,ERX8276781,SAMEA13000292,GENOME INSTITRUTE OF SINGAPORE,GENOME INSTITRUTE OF SINGAPORE,2022-02-17T08:41:49Z,2022-02-17T08:41:49Z,public,Illumina HiSeq 2500,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2022-02-18T00:00:00Z,SAMEA13000292,MHH623,ERP133829,MHH623,2022-03-21T15:57:00Z,1,MHH623,
ERR8610097,OTHER,199,4066472559,PRJEB49334,SAMEA13000293,1955134141,GENOME INSTITRUTE OF SINGAPORE,public,"run.zq,sra,fastq","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",2022-02-17,2022-02-17,2022-02-17,2022-02-17,ERX8276782,SAMEA13000293,GENOME INSTITRUTE OF SINGAPORE,GENOME INSTITRUTE OF SINGAPORE,2022-02-17T08:41:49Z,2022-02-17T08:41:49Z,public,Illumina HiSeq 2500,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2022-02-18T00:00:00Z,SAMEA13000293,MHH624,ERP133829,MHH624,2022-03-11T05:16:00Z,1,MHH624,
ERR8610098,OTHER,199,3921042860,PRJEB49334,SAMEA13000294,1940371000,GENOME INSTITRUTE OF SINGAPORE,public,"sra,fastq,run.zq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",2022-02-17,2022-02-17,2022-02-17,2022-02-17,ERX8276783,SAMEA13000294,GENOME INSTITRUTE OF SINGAPORE,GENOME INSTITRUTE OF SINGAPORE,2022-02-17T08:41:49Z,2022-02-17T08:41:49Z,public,Illumina HiSeq 2500,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2022-02-18T00:00:00Z,SAMEA13000294,MHH625,ERP133829,MHH625,2022-03-21T15:49:00Z,1,MHH625,
ERR8610099,OTHER,200,3735887679,PRJEB49334,SAMEA13000295,1817089641,GENOME INSTITRUTE OF SINGAPORE,public,"run.zq,sra,fastq","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",2022-02-17,2022-02-17,2022-02-17,2022-02-17,ERX8276784,SAMEA13000295,GENOME INSTITRUTE OF SINGAPORE,GENOME INSTITRUTE OF SINGAPORE,2022-02-17T08:41:49Z,2022-02-17T08:41:49Z,public,Illumina HiSeq 2500,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2022-02-18T00:00:00Z,SAMEA13000295,MHH626,ERP133829,MHH626,2022-03-21T16:22:00Z,1,MHH626,
ERR8610100,OTHER,200,3747200115,PRJEB49334,SAMEA13000296,1832054251,GENOME INSTITRUTE OF SINGAPORE,public,"run.zq,fastq,sra","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",2022-02-17,2022-02-17,2022-02-17,2022-02-17,ERX8276785,SAMEA13000296,GENOME INSTITRUTE OF SINGAPORE,GENOME INSTITRUTE OF SINGAPORE,2022-02-17T08:41:49Z,2022-02-17T08:41:49Z,public,Illumina HiSeq 2500,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2022-02-18T00:00:00Z,SAMEA13000296,MHH627,ERP133829,MHH627,2022-03-21T16:35:00Z,1,MHH627,
ERR8610101,OTHER,198,5556830218,PRJEB49334,SAMEA13000297,2679760351,GENOME INSTITRUTE OF SINGAPORE,public,"run.zq,fastq,sra","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",2022-02-17,2022-02-17,2022-02-17,2022-02-17,ERX8276786,SAMEA13000297,GENOME INSTITRUTE OF SINGAPORE,GENOME INSTITRUTE OF SINGAPORE,2022-02-17T08:41:49Z,2022-02-17T08:41:49Z,public,Illumina HiSeq 2500,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2022-02-18T00:00:00Z,SAMEA13000297,MHH628,ERP133829,MHH628,2022-03-11T05:02:00Z,1,MHH628,
ERR8610102,OTHER,199,3456165321,PRJEB49334,SAMEA13000298,1661835458,GENOME INSTITRUTE OF SINGAPORE,public,"sra,fastq,run.zq","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",2022-02-17,2022-02-17,2022-02-17,2022-02-17,ERX8276787,SAMEA13000298,GENOME INSTITRUTE OF SINGAPORE,GENOME INSTITRUTE OF SINGAPORE,2022-02-17T08:41:49Z,2022-02-17T08:41:49Z,public,Illumina HiSeq 2500,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2022-02-18T00:00:00Z,SAMEA13000298,MHH629,ERP133829,MHH629,2022-03-21T16:29:00Z,1,MHH629,
ERR8610103,OTHER,199,3778625392,PRJEB49334,SAMEA13000299,1819358998,GENOME INSTITRUTE OF SINGAPORE,public,"run.zq,fastq,sra","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",2022-02-17,2022-02-17,2022-02-17,2022-02-17,ERX8276788,SAMEA13000299,GENOME INSTITRUTE OF SINGAPORE,GENOME INSTITRUTE OF SINGAPORE,2022-02-17T08:41:49Z,2022-02-17T08:41:49Z,public,Illumina HiSeq 2500,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2022-02-18T00:00:00Z,SAMEA13000299,MHH630,ERP133829,MHH630,2022-03-21T15:48:00Z,1,MHH630,
